name	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
SRR13991925	5283659	106	49845.84	471003	206	0	0	241368	9	102974	17	48900	32
SRR13991926	5083456	137	37105.52	683198	200	0	0	211966	7	107641	14	33154	28
SRR13991927	5243011	112	46812.6	711979	203	0	0	216720	7	124262	13	56482	24
SRR13991928	5127216	251	20427.16	221821	203	0	0	59359	25	35987	47	13113	90
SRR13991929	5418852	330	16420.76	217174	201	0	0	58298	27	34922	51	9635	104
SRR13991930	5084589	105	48424.66	893576	213	0	0	322627	6	192878	9	52538	17
SRR13991931	5353555	101	53005.5	567777	206	0	0	162161	10	89429	19	48900	35
SRR13991932	5120357	135	37928.57	616544	201	0	0	235555	6	148178	11	45361	22
SRR13991933	4913837	174	28240.44	278559	200	0	0	100562	16	72213	27	26643	48
SRR13991934	5444719	246	22133	334187	206	0	0	196328	11	97810	19	22837	39
SRR13991935	5226560	107	48846.36	714653	202	0	0	331874	6	167503	11	47961	22
SRR13991936	5282052	239	22100.64	235968	202	0	0	84076	21	43864	39	18525	75
SRR13991937	5102801	120	42523.34	578021	206	0	0	220137	8	113456	14	38262	29
SRR13991938	5508693	193	28542.45	458841	207	0	0	223194	9	103031	16	26284	36
SRR13991939	5214324	111	46975.89	570400	207	0	0	272566	7	113834	13	38631	29
SRR13991940	5503545	232	23722.18	424585	203	0	0	121772	13	67926	24	27259	48
SRR13991941	5095800	104	48998.08	529162	202	0	0	235857	7	130745	12	49054	25
SRR13991942	5166578	77	67098.42	780449	200	0	0	360164	5	203976	8	81142	17
SRR13991943	5118439	128	39987.8	991528	202	0	0	384065	4	216354	8	109897	14
SRR13991944	5194614	112	46380.48	612686	207	0	0	278692	7	197292	11	41426	23
SRR13991945	5132977	147	34918.21	595517	201	0	0	216841	7	105023	15	31286	31
SRR13991946	5060246	135	37483.3	347333	212	0	0	204426	10	97300	18	36908	33
SRR13991947	5011305	117	42831.67	645931	202	0	0	233047	7	145250	12	38194	24
SRR13991948	5094129	62	82163.37	718598	205	0	0	284486	6	188792	10	75632	20
SRR13991949	5159406	90	57326.73	1115853	207	0	0	278013	6	192885	10	78312	18
SRR13991950	5157113	155	33271.7	316051	205	0	0	133729	13	82067	24	33060	42
SRR13991951	5282492	113	46747.72	449485	239	0	0	227593	8	125898	15	49233	26
SRR13991952	4838595	96	50402.03	635786	207	0	0	214908	8	123426	13	57066	24
SRR13991953	4881444	70	69734.91	1209127	205	0	0	397186	4	319949	7	100497	13
SRR13991954	5237037	154	34006.73	520935	201	0	0	276452	7	142618	13	41555	24
SRR13991955	5192838	192	27046.03	286522	207	0	0	130325	14	60842	27	20798	54
SRR13991956	4874874	56	87051.32	688735	202	0	0	483399	4	295164	7	87823	13
SRR13991957	5179056	140	36993.26	682366	204	0	0	282478	6	159967	11	41565	22
SRR13991958	4860568	80	60757.1	439251	213	0	0	274178	7	180164	12	61912	21
SRR13991959	5060938	130	38930.29	362924	205	0	0	199634	10	89010	18	37771	34
SRR13991960	5034979	84	59940.23	535292	219	0	0	236706	8	191030	12	66268	21
SRR13991961	5249184	163	32203.58	623065	201	0	0	191030	9	154053	15	35460	29
SRR13991962	4936261	49	100740.02	1142565	201	0	0	657264	3	497621	5	113051	10
SRR13991963	5049767	214	23597.04	387516	203	0	0	112730	13	64657	25	22446	53
SRR13991964	4809495	143	33632.83	623005	204	0	0	198474	7	115147	13	44191	25
SRR13991965	5045928	80	63074.1	615470	202	0	0	376454	6	309897	9	113261	13
SRR13991966	5105602	130	39273.86	622381	205	0	0	205840	8	140173	14	37465	24
SRR13991967	5074361	89	57015.29	773359	202	0	0	383973	5	349935	8	101100	14
SRR13991968	5427760	237	22901.94	380747	206	0	0	138062	12	83185	23	22993	48
SRR13991969	5214499	206	25313.1	386519	203	0	0	191030	11	136587	17	25986	30
SRR13991970	5152362	97	53117.13	596585	204	0	0	361623	6	178096	9	93869	17
SRR13991971	5018334	89	56385.78	616818	203	0	0	352326	6	225892	9	95764	16
SRR13991972	5019024	99	50697.21	616818	202	0	0	305359	6	216122	10	96112	17
SRR13991973	4948669	60	82477.82	548771	202	0	0	303098	7	170264	11	110639	18
SRR13991974	4737877	95	49872.39	709448	201	0	0	258619	7	185648	11	86634	19
SRR13991975	6079721	309	19675.47	610934	202	0	0	107979	12	39400	30	10691	82
SRR13991976	5196613	144	36087.59	604267	216	0	0	230993	7	129225	12	30302	29
SRR13991977	4970624	75	66274.99	635547	202	0	0	257222	6	174934	10	90357	18
SRR13991978	5373758	172	31242.78	358438	202	0	0	129445	13	73180	25	31834	44
SRR13991979	5271576	108	48810.89	871958	202	0	0	382215	5	198338	9	91368	17
SRR13991980	5306797	183	28998.89	625921	201	0	0	214117	8	139408	14	30021	27
SRR13991981	5175413	161	32145.42	579727	201	0	0	233463	8	155441	13	34668	26
SRR13991982	5036588	121	41624.69	318568	220	0	0	137411	12	85991	22	38055	38
SRR13991983	5329339	180	29607.44	519207	201	0	0	214103	9	132566	15	31183	29
SRR13991984	5195368	193	26919.01	513911	202	0	0	114190	14	71341	25	24743	48
SRR13991985	5094783	62	82173.92	683723	204	0	0	360213	5	212863	9	104524	15
SRR13991986	5361418	117	45824.09	696651	207	0	0	207705	8	118404	14	44351	28
SRR13991987	5302139	110	48201.26	623284	217	0	0	218876	8	136588	14	41488	26
SRR13991988	5030760	119	42275.29	626052	201	0	0	281136	6	167808	11	46063	21
SRR13991989	5222237	139	37570.05	769835	204	0	0	354124	5	131996	11	50686	23
SRR13991990	5096594	64	79634.28	660691	207	0	0	243390	6	186504	11	93078	19
SRR13991991	5122569	166	30858.85	433163	202	0	0	241951	8	110525	14	39709	27
SRR13991992	5284753	159	33237.44	625227	201	0	0	185415	8	107365	16	29992	34
SRR13991993	4961223	97	51146.63	556031	204	0	0	280482	7	142959	12	43699	24
SRR13991994	5085809	65	78243.22	682348	204	0	0	294851	6	203882	10	113314	16
SRR13991995	5250917	116	45266.53	618360	212	0	0	269235	6	196232	11	81536	18
SRR13991996	4981032	94	52989.7	606959	204	0	0	187408	9	131863	16	48822	28
SRR13991997	5196467	182	28552.02	628144	201	0	0	205141	8	107353	15	41477	29
SRR13991998	5117252	87	58818.99	621101	201	0	0	343396	6	179360	11	80745	19
SRR13991999	5070942	83	61095.69	720395	201	0	0	365644	5	287408	8	92136	15
SRR13992000	5010378	184	27230.32	355487	203	0	0	127641	13	67874	24	19899	53
SRR13992001	5175524	210	24645.35	408683	206	0	0	235553	9	103032	15	30966	31
SRR13992002	4883244	55	88786.25	630677	202	0	0	271933	7	203215	11	71721	20
SRR13992003	5216088	156	33436.46	663321	201	0	0	214135	7	142984	12	50490	23
SRR13992004	5311151	199	26689.2	434062	205	0	0	115148	14	74519	25	19986	53
SRR13992005	5095623	97	52532.2	760932	207	0	0	350788	6	217498	9	53042	18
SRR13992006	5161639	65	79409.83	575425	204	0	0	317041	6	203890	10	73678	18
SRR13992007	5336801	141	37849.65	826756	205	0	0	189254	9	124748	16	33404	30
SRR13992008	5392888	161	33496.2	710062	202	0	0	185446	10	142571	16	38532	29
SRR13992009	5004883	84	59581.94	772192	220	0	0	355636	5	178271	10	64599	18
SRR13992010	5235904	127	41227.59	705791	201	0	0	367206	5	132557	10	40714	23
SRR13992011	5365873	129	41595.91	499630	202	0	0	266888	7	112265	14	41388	29
SRR13992012	4784991	85	56294.01	1166142	204	0	0	533885	3	178492	7	102213	14
SRR13992013	5108450	192	26606.51	760683	202	0	0	233314	7	145139	13	30011	28
SRR13992014	4639849	97	47833.49	448243	201	0	0	125241	11	94912	19	40018	35
SRR13992015	5122590	144	35573.54	363671	202	0	0	182333	10	97264	18	26425	35
SRR13992016	5037147	113	44576.52	455461	233	0	0	289897	7	185825	11	48000	21
SRR13992017	5237090	180	29094.94	276794	206	0	0	118779	14	68218	26	24315	53
SRR13992018	5117089	166	30825.84	560323	201	0	0	285577	7	157485	12	41555	23
SRR13992019	5075828	178	28515.89	304669	201	0	0	82648	19	49340	35	22990	65
SRR13992020	5223847	219	23853.18	215330	210	0	0	114164	16	77384	27	27799	48
SRR13992021	4981352	74	67315.57	760866	203	0	0	347018	5	221112	8	106351	15
SRR13992022	5250295	72	72920.76	622409	207	0	0	243541	8	173798	13	76205	21
SRR13992023	5331895	208	25634.11	402714	206	0	0	155114	12	63309	24	26284	48
SRR13992024	5152819	124	41554.99	386260	201	0	0	149287	11	90338	20	38319	37
SRR13992025	5092355	147	34641.87	353661	203	0	0	131276	13	88375	22	30966	42
SRR13992026	5214874	105	49665.47	741224	207	0	0	216827	6	122910	12	47046	23
SRR13992027	5240970	100	52409.7	730091	202	0	0	271084	6	150415	11	57945	22
SRR13992028	5716323	711	8039.84	206601	200	0	0	41648	38	22156	76	5049	171
SRR13992029	5278533	140	37703.81	444331	214	0	0	204599	9	110961	15	40297	30
SRR13992030	4968006	142	34985.96	331684	215	0	0	101991	15	55723	27	25103	50
SRR13992031	5050697	125	40405.58	465014	200	0	0	194426	8	120665	15	34515	29
SRR13992032	5264324	98	53717.59	631156	204	0	0	269033	7	134359	12	50761	22
SRR13992033	5249170	142	36965.99	667853	216	0	0	262927	7	127347	13	47929	25
SRR13992034	5215015	107	48738.46	750370	205	0	0	215259	8	132475	14	31757	29
SRR13992035	4733532	230	20580.57	221608	202	0	0	83488	19	56065	33	21100	59
SRR13992036	5344276	210	25448.93	443724	201	0	0	107007	12	71479	23	24315	49
SRR13992037	4875738	117	41672.97	332527	214	0	0	134346	12	90315	21	28632	39
SRR13992038	4866524	62	78492.32	859004	200	0	0	282741	5	189680	9	110519	16
SRR13992039	5212625	108	48265.05	648155	202	0	0	173800	9	111262	16	53389	27
SRR13992040	5275554	210	25121.69	409626	215	0	0	186264	9	103139	17	29678	35
SRR13992041	5170356	58	89144.07	823691	204	0	0	476487	5	280477	7	102547	14
SRR13992042	5187672	150	34584.48	577538	201	0	0	257883	7	169252	12	38141	23
SRR13992043	5266202	146	36069.88	632449	204	0	0	203974	7	123860	13	32160	28
SRR13992044	5015404	91	55114.33	374849	212	0	0	228817	9	197491	14	63302	24
SRR13992045	5107849	128	39905.07	593393	201	0	0	145586	12	102123	21	38908	37
SRR13992046	5122403	108	47429.66	319798	204	0	0	154892	12	119868	20	44982	33
SRR13992047	4667651	49	95258.18	1149333	201	0	0	663100	3	216475	6	104957	12
SRR13992048	5137101	146	35185.62	805656	205	0	0	190031	8	118464	15	31026	31
SRR13992049	5166459	115	44925.73	668720	201	0	0	305138	6	132566	11	57917	21
SRR13992050	5233292	116	45114.59	422770	223	0	0	137239	12	95168	21	31316	40
SRR13992051	5259759	214	24578.31	367681	214	0	0	145925	11	109542	19	22935	39
SRR13992052	5231817	112	46712.65	700649	217	0	0	254346	8	132475	13	34634	26
SRR13992053	5183649	143	36249.29	576287	201	0	0	214117	8	132508	14	36883	27
SRR13992054	5302945	92	57640.71	617402	205	0	0	243445	8	175306	13	68099	22
SRR13992055	5302395	195	27191.77	396695	215	0	0	147695	13	79241	23	24441	48
SRR13992056	5101414	64	79709.59	939005	202	0	0	482101	4	199048	7	68837	17
SRR13992057	5232893	131	39945.75	592585	202	0	0	275054	7	178096	11	32160	24
SRR13992058	5193885	137	37911.57	625594	201	0	0	228022	7	132557	13	41555	24
SRR13992059	5186391	139	37312.17	620121	201	0	0	251621	7	151577	12	35619	23
SRR13992060	5364646	106	50609.87	688591	202	0	0	409901	5	197043	9	53403	19
SRR13992061	5056253	57	88706.19	769930	204	0	0	360259	5	203882	8	115156	15
SRR13992062	5249158	196	26781.42	381227	203	0	0	147756	12	86625	21	30009	40
SRR13992063	5159557	119	43357.62	747539	205	0	0	278829	6	197293	11	31758	23
SRR13992064	5288862	112	47221.98	774068	204	0	0	234508	7	164101	12	59449	22
SRR13992065	5205709	180	28920.61	527498	201	0	0	203043	9	113239	16	32659	29
SRR13992066	5019585	91	55160.27	703456	201	0	0	315773	5	213796	9	64745	17
SRR13992067	5286005	127	41622.09	828027	206	0	0	277251	6	136588	12	45663	23
SRR13992068	5432087	234	23214.05	416010	201	0	0	147649	10	93610	19	35333	38
SRR13992069	5273043	153	34464.33	678263	202	0	0	264010	7	175793	11	49299	22
SRR13992070	5204767	108	48192.29	665236	206	0	0	301401	6	98629	12	37442	28
SRR13992071	5339712	161	33165.91	452122	201	0	0	140563	12	71713	23	24497	46
SRR13992072	5212326	141	36966.85	621139	202	0	0	191030	9	153112	16	34080	28
SRR13992073	5178229	126	41097.06	668790	201	0	0	245343	6	132638	12	58162	23
SRR13992074	5013696	129	38865.86	573183	203	0	0	284001	6	157906	11	40295	25
SRR13992075	5139731	217	23685.4	524447	201	0	0	120460	12	76858	23	21991	48
SRR13992076	4964744	122	40694.62	431654	202	0	0	189320	9	132514	15	41476	30
SRR13992077	5351815	246	21755.35	446368	205	0	0	177748	10	109221	18	22504	36
SRR13992078	5119536	118	43385.9	621029	205	0	0	182715	8	124538	15	30386	30
SRR13992079	5186868	303	17118.38	163986	200	0	0	62173	28	42529	48	13355	88
SRR13992080	4802852	106	45309.92	703902	204	0	0	173313	9	100007	17	42673	32
SRR13992081	5323168	101	52704.63	544297	205	0	0	194269	9	168021	15	38951	26
SRR13992082	4643296	53	87609.36	645100	204	0	0	316105	5	220103	9	100766	15
SRR13992083	5137904	120	42815.87	663571	204	0	0	216181	7	124596	13	33820	28
SRR13992084	5183991	137	37839.35	570507	201	0	0	226663	7	132374	14	54803	25
SRR13992085	5067695	105	48263.76	577538	201	0	0	319639	6	169252	11	54898	20
SRR13992086	5177725	105	49311.67	711711	205	0	0	269908	7	173986	12	45615	22
SRR13992087	5270998	130	40546.14	558018	205	0	0	175519	10	135655	16	39290	29
SRR13992088	5065752	56	90459.86	870716	204	0	0	458375	4	220306	8	113257	14
SRR13992089	5249114	175	29994.94	692762	201	0	0	223194	8	135683	15	38319	29
SRR13992090	5040794	64	78762.41	738229	206	0	0	336413	5	230495	9	114261	15
SRR13992091	5184810	122	42498.44	678537	202	0	0	242568	7	113781	12	43717	25
SRR13992092	5156814	310	16634.88	182220	203	0	0	51511	29	35884	53	12604	99
SRR13992093	5039942	104	48460.98	625674	201	0	0	237808	6	169252	11	71214	19
SRR13992094	5460571	210	26002.72	401428	202	0	0	204976	9	112252	16	24353	35
SRR13992095	5105616	110	46414.69	594504	205	0	0	217269	7	132475	13	46115	25
SRR13992096	5221479	77	67811.42	896556	204	0	0	359966	5	203976	8	73123	17
SRR13992097	5238882	128	40928.77	393893	203	0	0	134240	12	83226	21	38319	40
SRR13992098	5120792	97	52791.67	712503	204	0	0	268737	6	129467	12	56719	22
SRR13992099	5222551	145	36017.59	712557	201	0	0	230392	6	113486	12	39294	25
SRR13992100	5088665	71	71671.34	763975	202	0	0	282471	6	203882	9	51188	18
SRR13992101	5096790	73	69819.04	850617	201	0	0	333424	5	199543	9	84691	17
SRR13992102	5275729	237	22260.46	645970	210	0	0	146610	10	84660	20	20566	43
SRR13992103	5411020	176	30744.43	349048	205	0	0	191030	11	124115	18	31949	35
SRR13992104	5143188	119	43220.07	668625	201	0	0	363690	5	202686	9	83541	17
SRR13992105	5178926	158	32778.01	369997	212	0	0	184923	9	117951	17	29933	33
SRR13992106	4780064	151	31656.05	272612	201	0	0	115926	15	59991	29	28142	49
SRR13992107	5270592	78	67571.69	761777	202	0	0	254455	7	129982	13	71278	23
SRR13992108	5056831	162	31215.01	555070	216	0	0	192118	8	126303	14	31761	28
SRR13992109	4980402	108	46114.83	392173	207	0	0	128306	12	92348	21	46239	35
SRR13992110	4950204	84	58931	999187	205	0	0	343244	5	254248	8	41426	16
SRR13992111	5097475	108	47198.84	421743	238	0	0	245065	8	149158	14	39448	28
SRR13992112	5218517	159	32820.86	684024	201	0	0	228386	7	131580	12	29992	27
SRR13992113	4842458	155	31241.66	406529	201	0	0	137028	11	88472	19	33088	38
SRR13992114	5116579	108	47375.73	1039492	201	0	0	202639	6	117537	12	43260	24
SRR13992115	5281541	103	51277.1	631069	202	0	0	203974	7	144551	13	49892	23
SRR13992116	5507993	173	31838.11	361584	206	0	0	162706	13	90789	24	34901	44
SRR13992117	5448162	200	27240.81	442062	202	0	0	176818	10	113988	18	32058	34
SRR13992118	5009917	108	46388.12	619351	201	0	0	236318	6	155711	11	102564	19
SRR13992119	5186887	116	44714.54	402116	206	0	0	218359	9	170665	14	60686	23
SRR13992120	5398762	228	23678.78	351301	202	0	0	145448	13	70441	24	21148	49
SRR13992121	5246617	162	32386.52	494262	201	0	0	325196	7	176063	11	63776	20
SRR13992122	5020257	140	35858.98	577535	201	0	0	247323	7	169252	11	63702	20
SRR13992123	5250663	129	40702.81	486637	202	0	0	274891	8	125806	15	35861	27
SRR13992124	5274569	73	72254.37	718719	211	0	0	262895	7	185628	11	92263	19
SRR13992125	5457633	314	17381	310911	200	0	0	86414	20	48582	37	17931	73
SRR13992126	5200831	100	52008.31	1005817	215	0	0	364385	5	217380	8	54327	18
SRR13992127	4841341	78	62068.47	667675	200	0	0	232502	6	183768	10	69372	19
SRR13992128	5000324	101	49508.16	659606	201	0	0	332100	6	202658	10	107557	17
SRR13992129	5260987	189	27835.91	395680	210	0	0	131507	14	67789	26	21868	52
SRR13992130	4712464	101	46658.06	508099	211	0	0	111687	12	82028	21	40774	37
SRR13992131	4873077	106	45972.42	447170	208	0	0	184524	9	140688	15	41615	28
SRR13992132	5070390	125	40563.12	622481	205	0	0	205850	7	150115	13	41421	22
SRR13992133	5208162	196	26572.26	280926	202	0	0	118299	16	80876	26	26284	49
SRR13992134	4984018	115	43339.29	725035	203	0	0	198248	7	118086	14	55662	27
SRR13992135	5279454	120	43995.45	555599	205	0	0	217262	8	159063	14	39510	25
SRR13992136	5102134	69	73943.97	809747	200	0	0	294425	5	178789	9	78966	18
SRR13992137	5096721	115	44319.31	487343	202	0	0	288680	7	140713	12	32158	25
SRR13992138	5013991	72	69638.76	759511	202	0	0	438051	5	273017	8	49924	16
SRR13992139	5427405	166	32695.21	571106	205	0	0	268642	8	144679	14	41616	26
SRR13992140	5155608	100	51556.08	497550	204	0	0	269810	7	160220	12	56109	21
SRR13992141	5240820	174	30119.66	483181	202	0	0	155928	9	115984	17	41375	33
SRR13992142	4878323	77	63354.84	679454	202	0	0	348676	5	196308	9	96395	16
SRR13992143	5348748	179	29881.27	621637	205	0	0	203975	8	140432	14	30618	29
SRR13992144	4980246	151	32981.76	414507	211	0	0	132450	12	82028	22	31091	41
SRR13992145	5073559	169	30021.06	318730	211	0	0	123097	12	78079	22	22135	45
SRR13992146	5142755	62	82947.66	886228	204	0	0	347190	5	203883	8	92957	16
SRR13992147	5291450	163	32462.88	554702	214	0	0	233247	7	102386	14	31181	31
SRR13992148	5039654	115	43823.08	481705	201	0	0	306975	7	148169	12	58342	21
SRR13992149	5068800	155	32701.94	559372	202	0	0	168798	8	103052	16	30006	32
SRR13992150	5259577	185	28430.15	576481	202	0	0	176141	10	123580	16	30013	34
SRR13992151	5029331	146	34447.47	256359	205	0	0	107633	14	71938	26	29406	48
SRR13992152	5198051	148	35121.97	558981	202	0	0	193681	9	117483	16	36876	30
SRR13992153	5092554	155	32855.19	454780	214	0	0	209485	9	119615	16	41470	28
SRR13992154	5069228	65	77988.12	610386	202	0	0	270430	7	186690	11	97575	18
SRR13992155	5123431	132	38813.87	527614	216	0	0	207841	9	126426	15	38657	29
SRR13992156	8907151	4896	1819.27	77982	204	0	0	3253	612	1625	1405	655	3186
SRR13992157	5047654	113	44669.5	805931	206	0	0	205850	7	136841	12	37465	23
SRR13992158	5009973	74	67702.34	691547	203	0	0	232224	6	133584	11	74710	21
SRR13992159	5272378	175	30127.87	472671	205	0	0	232023	8	154737	14	21614	29
SRR13992160	5126361	106	48361.9	889579	204	0	0	218914	7	140992	13	59670	23
SRR13992161	5162917	120	43024.31	757615	203	0	0	341659	5	226318	9	51900	18
SRR13992162	5064143	113	44815.42	538248	203	0	0	274868	7	197749	11	102932	19
SRR13992163	5143643	139	37004.63	417515	204	0	0	223194	9	134753	14	43840	26
SRR13992164	5252689	92	57094.45	682320	202	0	0	446737	5	193153	9	63857	18
SRR13992165	5056201	135	37453.34	310537	207	0	0	124996	14	68564	25	28695	47
SRR13992166	5139898	59	87116.92	1041222	216	0	0	317830	5	191179	9	92269	17
SRR13992167	4960392	72	68894.33	865108	202	0	0	277868	6	173913	11	88355	19
SRR13992168	5094752	114	44690.81	599366	202	0	0	306353	7	189845	11	68030	18
SRR13992169	5244304	107	49012.19	557912	202	0	0	191405	8	154042	14	41573	25
SRR13992170	5915250	444	13322.64	538215	204	0	0	119479	13	72529	25	6155	84
SRR13992171	5080702	52	97705.81	1122747	202	0	0	468392	4	185165	8	69737	16
SRR13992172	5128947	117	43837.15	765164	205	0	0	266501	5	132472	11	52547	22
SRR13992173	5177686	132	39224.89	569468	201	0	0	286079	7	155439	13	35050	24
SRR13992174	4955029	173	28641.79	373813	215	0	0	105222	15	66578	26	19694	55
SRR13992175	5322427	111	47949.79	669182	205	0	0	235551	7	138073	13	50638	26
SRR13992176	5134922	149	34462.56	346408	214	0	0	138396	13	90880	22	33136	39
SRR13992177	5088442	165	30839.04	416976	202	0	0	228706	9	140597	14	34100	27
SRR13992178	5272227	133	39640.8	382543	202	0	0	199488	10	150093	17	29084	33
SRR13992179	5229716	182	28734.7	581961	201	0	0	219579	8	137434	13	29992	29
SRR13992180	5010516	121	41409.22	408839	214	0	0	235332	8	116451	14	49739	26
SRR13992181	5123723	164	31242.21	368451	202	0	0	164755	11	121096	18	31741	33
SRR13992182	5098558	74	68899.43	885908	204	0	0	350356	5	203974	9	93711	17
SRR13992183	5055603	114	44347.39	486932	222	0	0	273013	7	212119	11	65781	19
SRR13992184	5135327	79	65004.14	581621	202	0	0	370398	6	225092	10	101099	16
SRR13992185	4631662	48	96492.96	707697	207	0	0	436676	4	196361	7	107039	13
SRR13992186	5043850	62	81352.42	763641	202	0	0	360337	5	203882	8	86257	16
SRR13992187	5270609	159	33148.48	475694	202	0	0	262815	8	140845	13	36077	26
SRR13992188	5308313	134	39614.28	608738	220	0	0	203974	8	132136	14	37409	29
SRR13992189	4761177	64	74393.39	713843	217	0	0	248448	6	188985	10	69772	19
SRR13992190	5172735	83	62322.11	1159825	202	0	0	358518	4	269330	7	75778	14
SRR13992191	5283100	126	41929.37	401821	211	0	0	147386	13	103927	21	35676	37
SRR13992192	5277265	151	34948.77	384738	212	0	0	245627	9	148119	15	39844	27
SRR13992193	5394830	138	39092.97	711768	205	0	0	228126	8	147528	14	33398	27
SRR13992194	5071763	118	42981.04	389310	202	0	0	233242	8	144951	14	32160	29
SRR13992195	5179731	140	36998.08	620121	201	0	0	287307	7	179188	11	41555	20
SRR13992196	5308624	181	29329.41	420983	205	0	0	223374	9	101215	16	32867	33
SRR13992197	5415613	243	22286.47	341511	210	0	0	94473	16	64879	30	17176	59
SRR13992198	5155524	212	24318.51	294481	202	0	0	88302	17	54845	32	18582	64
SRR13992199	5111910	83	61589.28	899716	202	0	0	359443	5	139782	10	54928	20
SRR13992200	5119014	68	75279.62	790259	206	0	0	284371	6	188792	10	93123	17
SRR13992201	5142175	216	23806.37	524328	201	0	0	141116	11	92628	20	22762	42
SRR13992202	5318353	157	33874.86	660276	202	0	0	243543	8	154047	13	39409	25
SRR13992203	4707794	65	72427.6	713673	202	0	0	335647	5	280922	8	162572	13
SRR13992204	5088785	89	57177.36	530519	202	0	0	306888	7	173798	12	61586	21
SRR13992205	5210227	102	51080.66	453716	200	0	0	282234	7	159967	13	63788	23
SRR13992206	5076227	99	51275.02	472589	202	0	0	232510	8	197063	13	66780	23
SRR13992207	5289691	180	29387.17	443038	205	0	0	171093	11	111756	18	28732	33
SRR13992208	5238390	178	29429.16	620314	201	0	0	227410	7	132474	12	40543	24
SRR13992209	5071982	80	63399.78	781930	201	0	0	312446	6	170241	11	66141	20
SRR13992210	5151878	174	29608.49	380793	202	0	0	191030	10	136588	16	38541	29
SRR13992211	5078665	109	46593.26	596926	202	0	0	364157	6	203318	9	107580	16
SRR13992212	4869140	64	76080.31	861743	201	0	0	581393	4	212812	6	85791	14
SRR13992213	5273960	154	34246.49	487520	206	0	0	126025	12	71463	23	31361	46
SRR13992214	5291415	200	26457.08	622818	201	0	0	185464	9	105023	18	26245	34
SRR13992215	4788561	85	56336.01	674936	202	0	0	308535	6	129496	11	66717	20
SRR13992216	4763779	73	65257.25	744393	202	0	0	499988	4	174349	8	77308	15
SRR13992217	4891707	52	94071.29	1141379	203	0	0	408643	4	267653	7	129135	13
SRR13992218	5386573	157	34309.38	512785	202	0	0	174613	9	97520	17	30279	35
SRR13992219	5210248	124	42018.13	663515	201	0	0	320524	6	141909	11	41616	24
SRR13992220	5211492	103	50597.01	705378	204	0	0	270532	7	160678	13	36903	25
SRR13992221	5300441	180	29446.89	396516	207	0	0	148640	12	84414	21	25817	44
SRR13992222	5272647	217	24297.91	408623	208	0	0	155517	12	103012	20	29096	39
SRR13992223	4724056	116	40724.62	451070	203	0	0	155932	11	94999	18	43698	31
SRR13992224	5189194	159	32636.44	596955	201	0	0	233874	7	132355	13	31427	28
SRR13992225	4952076	83	59663.57	682983	219	0	0	271075	6	164561	12	73614	20
SRR13992226	5163481	51	101244.73	912473	203	0	0	364133	5	307677	8	113873	13
SRR13992227	5091597	120	42429.97	597148	202	0	0	347499	6	171009	10	69359	18
SRR13992228	5119599	119	43021.84	621029	205	0	0	179120	8	124538	15	29887	31
SRR13992229	5053497	92	54929.32	543415	202	0	0	249045	7	124636	13	47203	24
SRR13992230	5138051	152	33802.97	615435	201	0	0	233559	7	134783	13	31881	24
SRR13992231	5076524	91	55785.98	410559	220	0	0	173825	10	124147	17	41646	29
SRR13992232	5286025	142	37225.53	623311	201	0	0	191210	9	157832	15	35983	28
SRR13992233	5039474	127	39680.9	833980	203	0	0	203977	7	114952	14	34976	29
SRR13992234	5035430	99	50862.93	625408	201	0	0	325143	6	198828	10	81724	19
SRR13992235	4739986	86	55116.12	388846	207	0	0	161416	10	111687	17	43743	28
SRR13992236	5131544	85	60371.11	774397	202	0	0	282300	6	160949	10	69039	20
SRR13992237	5060940	81	62480.74	769901	200	0	0	270883	6	177883	10	55227	19
SRR13992238	5062917	165	30684.35	332264	202	0	0	98742	15	68204	27	23684	54
SRR13992239	5166005	112	46125.04	612519	202	0	0	281215	6	133498	12	41547	23
SRR13992240	5108194	114	44808.72	520582	201	0	0	261620	7	169251	12	62802	21
SRR13992241	5074850	90	56387.22	752081	211	0	0	180482	8	129436	14	55148	25
SRR13992242	4781758	38	125835.74	1004305	210	0	0	709253	3	304016	5	133731	10
SRR13992243	5259604	164	32070.76	472106	204	0	0	208720	9	135573	15	31592	32
SRR13992244	5239487	205	25558.47	286436	203	0	0	97218	16	55325	30	20781	60
SRR13992245	5192636	150	34617.57	450954	222	0	0	292988	8	189461	12	32868	25
SRR13992246	5028593	114	44110.46	896526	200	0	0	575460	4	213574	7	51074	14
SRR13992247	5323908	198	26888.42	379638	206	0	0	113565	14	70887	26	23360	50
SRR13992248	4942493	87	56810.26	805090	201	0	0	315228	5	152217	10	75197	18
SRR13992249	5284158	150	35227.72	369996	206	0	0	245536	9	148048	15	36989	27
SRR13992250	5200253	230	22609.8	350399	202	0	0	118385	15	73623	26	20807	52
SRR13992251	5133669	117	43877.51	620121	201	0	0	343721	6	202685	10	83662	18
SRR13992252	4946844	115	43016.03	382717	202	0	0	239899	8	148765	13	35216	26
SRR13992253	4711124	265	17777.83	161867	205	0	0	50518	27	30966	50	9902	103
SRR13992254	5373250	242	22203.51	400310	201	0	0	169253	10	108609	18	21981	39
SRR13992255	5153218	150	34354.79	701890	201	0	0	345425	5	139635	10	51987	20
